r1,r2,r3,r4,r5,r6,r7,r8,label
74288,426536,74851,22777,31682,70194,5206,3114,-1
652507,371232,122999,40144,27766,68618,4227,6066,-1
2566363,370038,207745,95237,46901,58345,28645,25523,-1
482099,551621,29232,32675,38714,52489,38858,25407,-1
1882357,311912,589454,39599,163591,165938,121410,22145,-1
723105,1351386,142730,73000,63593,26101,37503,17979,-1
2060293,236106,36758,21023,182446,47007,41749,31894,-1
932348,986171,49118,69931,55757,79618,84191,19847,-1
1564343,156735,123537,75756,46435,60771,44881,35808,-1
1063339,351074,57971,34865,66508,58055,21509,24752,-1
1122334,920166,235279,50284,80999,201989,121359,31734,-1
1231534,423508,95756,57093,70273,60787,71556,51392,-1
1959753,286060,52800,175680,126464,53939,41032,24237,-1
2561122,948894,169457,117590,145563,196323,95108,44448,-1
1955761,324979,94333,11126,32555,16375,35637,11198,-1
379979,1308288,384687,52209,38763,70102,124825,20035,-1
518757,250613,183233,35941,153866,68335,20792,8409,-1
1976924,190569,20034,13899,50864,90237,30014,16679,-1
788471,744757,111077,26387,57449,38655,13332,6424,-1
1413269,154648,117725,142173,22976,31109,28975,6043,-1
639675,322910,127585,29561,61666,55712,15426,19998,-1
2256607,481836,93583,114248,216309,114235,54528,24181,-1
1825292,444198,77192,66240,159501,163153,78534,17137,-1
1749170,371953,19396,60675,72165,70531,19361,39206,-1
1610692,442251,255728,205778,222685,140659,87103,17102,-1
1483462,437580,9843,343642,25508,94557,88221,38451,-1
1973061,663537,141032,57722,66673,37806,30698,30756,-1
2852361,418422,112745,13174,46929,74756,22123,25208,-1
154994,916136,42797,15630,12422,38266,3510,3156,-1
2491028,450020,127606,73537,35577,138594,40718,31017,-1
2539296,884328,23269,13102,22915,97656,6305,9019,-1
789070,35364,87153,73188,64377,79581,74316,49930,-1
45382,29993,69616,47196,91569,106874,14200,54587,-1
2715954,686281,694070,317259,52251,121036,175284,46572,-1
1262088,703138,185051,46871,63931,214352,122280,77124,-1
909148,445045,181947,354286,355188,409858,83082,33616,-1
671456,383266,42590,53671,261489,187166,96679,76639,-1
1208133,81415,119263,19472,119439,92689,49481,59493,-1
716926,510073,30741,308734,136600,182222,123220,64553,-1
840003,137387,91526,71674,116411,103151,33814,37681,-1
650999,261305,99335,59033,127325,31787,51863,42937,-1
1801244,1919753,821394,463525,242505,166828,171247,128070,-1
1972614,622128,516207,436810,320867,570563,255667,146429,-1
261190,352423,96635,21261,76886,57058,64936,39552,-1
507619,314432,79842,60086,77212,91660,23921,18304,-1
1955646,818922,217469,405844,370045,295229,324546,305343,-1
1202196,970639,239152,561632,471706,622962,146779,129234,-1
663768,265219,36108,147783,62883,113399,89773,24248,-1
2025417,1133029,111602,1849555,365017,311640,223374,164710,-1
537688,174209,27758,46245,131065,40255,43745,14127,-1
1493347,1073434,520326,180555,190260,83568,61124,22652,-1
1969469,221091,64195,119405,130659,94426,59239,18810,-1
659521,666614,76762,283965,71127,132695,120043,48614,-1
911898,239519,20438,75916,165867,99430,106501,104413,-1
822915,90370,136559,79420,90147,79887,88565,18161,-1
375046,398494,56570,174063,23349,63932,43887,14642,-1
1188542,1118459,89861,429023,596037,268639,149563,172177,-1
448459,880385,56902,53063,325314,299314,162805,79882,-1
1098823,1643120,454053,518657,64596,187647,353433,117621,-1
557568,189203,122732,71437,130389,93264,73144,58022,-1
1407404,1187580,101733,245423,355486,186292,222473,92113,-1
788338,2007335,68350,213117,99770,217275,68881,87190,-1
1447537,1166557,141128,477125,88008,144506,302880,151887,-1
1429917,460364,752358,163446,274487,364106,349494,85262,-1
3149633,282617,140323,13295,331895,137393,179947,106735,-1
658032,331525,43998,171845,92312,82445,72527,25574,-1
956428,517193,127554,90179,115896,157927,108519,52553,-1
1747787,367183,62358,169868,63026,200466,106099,99471,-1
171883,190840,286495,34027,62808,101997,95290,56271,-1
1342392,606775,118060,314059,440918,322749,655548,180415,-1
1220055,611428,272529,413203,177835,341077,120837,154447,-1
1018621,84796,151037,138187,84570,131764,132467,49579,-1
658530,50242,36850,34801,78351,42881,70730,23097,-1
1686557,531210,137304,199018,111812,92676,93247,29184,-1
767576,533721,229801,60809,49464,118029,104803,39035,-1
1532272,1897835,502737,929272,539942,525352,404530,318963,-1
1071579,470879,49677,448071,204836,372491,56406,126035,-1
1024055,148002,140220,91912,99090,44765,23699,35462,-1
1550802,1812842,945234,1921994,1115047,1366009,695033,126817,-1
1553171,1583136,186434,371888,465943,111993,95164,133126,-1
1688489,1237509,197007,400420,246950,162752,101890,143721,-1
230096,711064,145783,46587,86536,107509,28262,45560,-1
743230,660920,101287,168166,218372,221638,175869,121131,-1
2027254,943934,306259,223235,98360,193857,378476,114274,-1
334600,452377,81034,95510,204341,158239,105040,82737,-1
899626,195237,39021,140590,88086,86658,49709,25018,-1
599236,613568,175153,127569,99794,144147,203033,70955,-1
1757881,369508,242032,118976,41004,165835,32705,34405,-1
1548418,762761,102090,104166,87342,102888,103913,25576,-1
1539826,618613,189476,188180,793175,259606,176210,86023,-1
767930,125895,215940,391708,239959,260268,116431,107094,-1
1546741,711762,26109,67139,67484,66931,44628,26651,-1
2139255,619662,173151,116197,52048,61095,70042,34902,-1
530732,387330,89672,146408,415583,88533,141994,60200,-1
1556407,269188,25093,191027,89564,125469,84923,68761,-1
1382576,155586,87231,102736,69542,77040,42813,22636,-1
1816950,398627,137453,135534,119415,181064,177938,73712,-1
609434,670194,129676,83103,88966,312608,112990,68637,-1
1723985,1306594,179910,201729,530151,257894,143271,155633,-1
2098136,2218855,605162,2076031,952377,1099974,615201,544005,-1
1857322,473049,503486,91512,231634,107722,59987,53816,-1
509259,439781,94174,74837,36619,90340,55426,27923,-1
136179,405736,56488,148783,233350,121176,126836,137789,-1
1468775,211870,281344,317445,111216,77314,53365,14920,-1
1920077,34511,55400,118923,83447,37348,50888,11215,-1
920643,1265298,170952,206992,289356,219290,144202,63859,-1
1035919,1094016,108187,418816,309403,438500,606400,278477,-1
1193039,227591,57600,138259,58615,149737,42168,54635,-1
349903,303937,17649,54551,9919,35386,42309,30376,-1
223296,205978,43894,92489,92279,48934,45375,48710,-1
2212066,760516,89851,290029,421369,293888,168104,168228,-1
792276,384935,21082,39328,111403,44851,95423,60055,-1
814080,837738,72871,66539,43056,74026,127475,38703,-1
114919,499497,103224,40202,25843,49057,49194,33311,-1
1300273,845757,90760,55190,240475,173988,127794,73889,-1
1558559,724763,838365,3499,144359,287980,166463,80036,-1
2695369,700391,141850,60224,88598,78202,40073,86772,-1
1871246,357709,57229,99355,103031,70754,50869,67698,-1
894934,833340,486784,183447,456738,747196,272181,224733,-1
842003,155362,196474,73828,31995,88568,76991,38701,-1
1445321,596098,32069,104160,129990,108271,43060,70068,-1
383284,187638,204619,35674,115665,71668,52871,9878,-1
1405647,279191,113336,143199,79527,130007,38953,67098,-1
2575060,1381550,1233915,1017151,414752,667354,300078,483077,-1
1016374,677199,300691,91315,140686,58501,68969,37749,-1
955234,814138,48589,5050,78790,85005,60912,23194,-1
730971,65092,1220,106330,147677,67710,77215,36874,-1
994517,271304,118479,160649,45445,84016,56396,62808,-1
1671558,967545,52963,81717,105846,103724,23240,40565,-1
2067729,326194,219686,60517,94756,54662,55547,38084,-1
2691237,1172045,592404,856654,104102,350239,400785,94429,-1
929482,331979,105400,58380,116223,123196,72413,46429,-1
1048052,328376,10886,61309,100942,52111,65493,30122,-1
1404602,426681,230170,82147,89712,118725,39878,16181,-1
1485447,61815,47071,58167,54444,42040,57632,22235,-1
247479,121098,69047,27814,85386,34003,39184,21166,-1
1386894,432803,174045,119592,105218,174044,139250,67902,-1
1740264,505917,115299,94542,160323,76657,97113,113708,-1
1551866,542808,62982,92706,140048,94177,37306,76929,-1
2162621,653464,219156,136116,393940,156100,207675,80420,-1
1140707,501363,146570,49299,64089,139028,52226,27955,-1
1027447,536257,27837,97828,183306,52553,197596,42689,-1
1084757,134157,109623,99856,60962,80128,113961,26364,-1
524221,308293,29327,31623,123806,26736,39299,34700,-1
566191,178652,40975,19202,83732,93736,29166,23318,-1
1669449,733190,227214,143868,157744,106686,69379,34562,-1
1660168,341536,138686,87874,97530,116588,89982,22823,-1
1146540,1467584,262324,131705,84385,118727,72489,58343,-1
420258,253490,41225,84860,286224,102364,49082,29699,-1
563003,766611,93178,115143,84006,156125,93956,9948,-1
264635,239678,160755,181162,302838,400269,152088,118070,-1
800770,369983,81750,29916,32681,75485,36060,9871,-1
879487,532751,339775,88452,22806,118495,53063,32609,-1
909274,362459,177402,64165,189275,149413,72255,20533,-1
1118135,473506,357618,262914,116622,91273,107517,37975,-1
1283682,460396,207585,59311,103913,182103,158096,27468,-1
1139069,110454,176042,22872,32826,75461,57296,28114,-1
736823,2085479,692072,256440,323218,741718,173730,161977,-1
759890,983656,111184,371673,153924,115463,89994,84852,-1
1649525,590997,206672,77115,160513,71519,37670,23316,-1
1182702,612989,90749,216798,78619,249976,63770,21611,-1
1449515,274608,57245,368153,160213,144552,45017,20166,-1
1067952,1186760,366743,109025,133245,310341,57645,41367,-1
937386,2107288,701881,1542519,321985,360438,427183,322832,-1
906876,1050910,316553,400444,66982,287790,237157,109844,-1
2482738,272403,359618,106704,45478,72991,54684,43741,-1
183210,564756,98748,43812,60874,98264,35769,40025,-1
867033,147666,85398,65119,51075,61878,50567,21522,-1
780168,313576,43664,26352,99223,54492,106350,30397,-1
906626,578050,396486,26747,198435,138335,108294,59093,-1
1532518,383485,46704,348486,85644,36319,51077,38610,-1
411422,1181698,441963,451293,66261,216337,75678,32907,-1
962860,129932,16364,81645,44033,60264,30371,28975,-1
1486153,1040847,325509,208796,449268,535085,111316,124143,-1
1185943,71417,37540,50019,80174,64004,64965,26583,-1
586266,2162317,203696,51302,41893,227418,160976,124217,-1
1891928,284561,134558,115587,175498,73532,48602,31822,-1
707072,587703,37315,126937,188494,117594,92918,53868,-1
2166702,223567,266231,89274,146685,145318,75157,40356,-1
849972,226856,127959,41154,98710,56339,36777,46135,-1
2864705,719654,97658,190018,282086,385702,153085,56795,-1
291897,602305,106578,23825,25922,28341,37613,24056,-1
298482,271456,96283,161516,143772,104578,60566,25248,-1
2067454,470966,242735,63169,36731,74065,54900,29514,-1
2261044,1779064,341258,219361,430043,332352,305133,176267,-1
1105496,339458,235625,94908,184150,137476,96013,40705,-1
2073731,1361542,1203405,463098,233147,411592,268263,161862,-1
1066761,151770,142694,153062,143704,101266,49992,31874,-1
1608820,477506,76681,103543,120434,103646,33018,21612,-1
2532867,1499133,1759278,527826,201651,256940,194944,115748,-1
1308656,355270,77045,105551,57772,116665,64680,23614,-1
2695609,541182,69828,115680,76611,76102,76477,11465,-1
1966464,387681,60722,30654,81039,22478,34523,13714,-1
1607134,521709,33155,71353,34749,155482,21615,18516,-1
1329371,622739,300810,147502,237817,236028,256301,65777,-1
919581,957487,121266,146665,54099,206488,126729,123127,-1
581353,525636,119997,49229,109864,191511,50582,55293,-1
1787286,671432,103355,36143,191889,85139,44193,39128,-1
1498395,277000,97026,33957,69503,68604,57557,32404,-1
2374998,1681112,57570,121397,188157,322782,240527,266669,-1
1457503,454523,110276,246118,71534,62114,85896,62392,-1
2209350,1537597,1059321,2028094,429619,1470224,795915,272672,-1
1085987,222251,95959,81147,91167,65632,11720,15951,-1
944095,330770,111634,23737,66451,59773,43116,20804,-1
1881339,646314,259201,390150,523348,376292,216029,69821,-1
710856,347275,56404,76793,81324,22277,55755,25935,-1
242177,28295,40039,88997,44315,48653,47428,22314,-1
2474449,527625,1198961,369364,534709,258380,225639,39046,-1
3284960,1377003,138399,398695,254839,75714,67734,85010,-1
2444724,379088,290483,173859,128963,422965,218055,112083,-1
1151739,615568,136368,114638,184138,96980,81794,34091,-1
2130462,592592,69866,64630,157215,152713,108893,18171,-1
867864,119383,32299,27599,41887,59830,96736,18912,-1
1776244,883130,159595,77299,231226,320470,96659,42829,-1
250038,263877,81094,159617,52593,73528,124108,34568,-1
940127,283885,70615,112708,32103,31874,59217,8575,-1
1345254,405734,210202,299549,65306,100255,103908,64224,-1
337940,272520,25676,86160,30694,61821,17680,34128,-1
587337,112924,86010,141376,103794,135565,86709,58060,-1
1621752,551063,278388,237678,140690,170195,83532,54067,-1
1412665,402625,285538,71305,56880,125241,44365,22967,-1
1946296,443984,111933,38715,23080,63798,29655,13173,-1
1385661,892699,310926,111368,523445,229914,277979,134090,-1
1547145,326692,25395,43501,59589,72713,48926,28330,-1
985635,345267,142584,109079,61454,50237,44388,35488,-1
1868864,182489,70544,33125,37007,64481,36401,42488,-1
2553824,1950318,354365,106152,106793,323854,55804,110389,-1
2536239,158409,121844,33053,40348,29629,20372,32781,-1
873970,350180,66345,219381,34556,41321,35365,22391,-1
2067947,301424,52979,48863,64944,35599,48877,14772,-1
597255,1286101,98180,31961,189317,135134,72926,40518,-1
1922671,201708,25841,75480,63753,47230,46823,17447,-1
487875,1223654,358376,343957,152324,229809,76521,100701,-1
1910784,315309,131717,165373,43996,87037,58114,27256,-1
1499690,298513,88360,59936,37634,73457,43058,42176,-1
1474962,839900,851991,153458,106087,222217,107835,61467,-1
807802,598888,40094,115172,28768,38021,31396,29117,-1
1042990,350613,231461,105618,82688,117980,58326,28668,-1
968630,273522,63879,230132,78729,35777,50856,31269,-1
1376254,383035,42496,116534,55882,31572,61137,52208,-1
547218,388379,217039,311600,145150,126813,25617,41135,-1
377802,334217,64449,73371,225726,98152,46530,45338,-1
824964,1698463,750791,211381,366606,618496,246846,91238,-1
2195806,2262879,201716,475813,51048,206035,60824,43655,-1
718341,781124,146788,32585,28955,114274,61733,25240,-1
2173361,1251212,241119,423721,344653,275654,125395,69202,-1
1158547,836267,74126,131394,148997,78447,89600,16076,-1
542929,416959,221209,79940,84601,137925,52328,38754,-1
2730275,349789,63649,178807,65250,61445,53929,33436,-1
1005776,169341,67091,54172,40806,73564,70048,21330,-1
2065518,174493,124060,59929,105919,95666,63440,30723,-1
361521,346885,13073,78858,16086,42412,31875,20482,-1
858926,1503339,221819,292818,373449,148235,35470,36581,-1
2743155,558312,84352,95763,126709,153577,89836,47401,-1
1239640,744667,39690,197921,128855,118303,92721,45996,-1
1526764,389303,80758,105494,20679,66157,61005,21025,-1
955743,1187246,305726,797690,160212,147913,122743,144418,-1
992130,444135,347542,54394,263733,220473,154442,74712,-1
530787,408094,60382,147093,63675,202682,80403,33554,-1
2683767,176110,218660,297311,227112,147139,86590,74299,-1
1286847,351450,242106,164331,99130,160139,83452,59045,-1
633763,405340,63636,48860,108659,36012,48026,17468,-1
1045617,449709,113403,14892,68910,112351,47068,19093,-1
1165624,374616,109223,126828,114839,43407,81361,20874,-1
1014891,488405,246012,103879,114964,79254,40317,14268,-1
1986508,203582,213532,372685,77234,116934,70901,64692,-1
273438,604033,298046,102400,148904,178978,123653,57420,-1
114605,424257,117071,67262,29258,54006,21654,11826,-1
1658271,547419,410629,64864,238069,307077,82377,32017,-1
932271,653658,185395,162214,343821,137025,87271,33049,-1
819569,366192,227551,180025,126711,108978,60354,61991,-1
401114,833651,462682,784746,224301,197397,91435,104794,-1
1151277,392283,27120,85871,157077,42301,59430,20747,-1
203462,110098,105096,122396,149906,113486,65686,66327,-1
814699,129295,46556,307290,159943,141019,191426,186851,-1
845455,348774,259736,100553,139002,363776,236394,111165,-1
1041220,899065,73983,41451,193838,71809,41632,55237,-1
1191007,176082,182545,41666,50121,64176,30211,4139,-1
1954920,287159,180027,241531,278476,294939,16308,17439,-1
764842,224842,105541,120607,9305,185265,26939,30607,-1
830191,695604,249046,117400,40618,52324,32726,25391,-1
195983,160631,29113,59940,164274,73438,109142,34370,-1
185764,671730,73382,227595,61162,60959,31774,16739,-1
420498,320615,220796,51502,128360,84161,29810,19099,-1
920592,1204875,48273,72269,387681,121311,80947,16788,-1
1615512,269173,26974,50937,64688,107236,19177,8012,-1
601027,66612,26163,22831,16825,193346,3473,5929,-1
529357,120485,71513,29201,47773,91683,33219,6483,-1
447735,322633,81843,67619,104160,133665,49784,12700,-1
2321584,676334,239442,62471,124591,169187,57306,16649,-1
856125,234743,128845,11479,57256,37520,9475,3129,-1
866569,548745,385941,85984,155998,128824,44709,19846,-1
768248,530762,675570,37803,43578,102935,22424,24279,-1
1302751,168989,74749,32435,174273,18692,21726,5249,-1
1435289,529796,355038,78850,121127,216915,42903,27831,-1
1135683,571887,37691,41938,172106,97633,32982,16432,-1
1717930,206604,21146,45451,101112,58510,18372,8197,-1
1859402,720519,415301,349090,275795,712459,65827,44182,-1
2193070,389391,32784,46083,47518,125957,18468,6078,-1
118385,105132,54399,55793,120400,84569,37575,21692,-1
1132043,515413,50464,48250,159817,143732,59093,18683,-1
